state,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,CATEGORY
Chandigarh,NA,NA,NA,91.73,95.26,104.33,109.64,139.98,196.61,172.49,303.93,354.42,435.57,596.09,717.84,747.56,885.34,1303.15,1279.72,708.12,858.49,768.02,1084.98,992.78,1056.74,1063.65,1107.02,1144.71,1169.33,1268.85,1238.02,1110.8,NA,Value Added by Construction
Chhattisgarh,NA,NA,NA,616.92,611.94,723.26,725.53,730.25,729.98,980.28,1001.83,930.36,1343.38,1357.99,1484.29,3146.77,3916.98,5491.78,5294.1,5666,6447.78,7308.95,18116.76,16906.37,16524.17,16560.04,15032.5,16974.22,18093.86,20291.04,22505.86,22708.75,NA,Value Added by Construction
Delhi,232.19,223.51,260.06,1368.01,1374.76,1492.9,1769.21,2265.16,2257.4,1769.83,3013.66,4251.38,3860.55,4657.6,5056.15,9376.05,9794.8,10108.2,10135.81,10334.44,10524.23,8958.35,15881.85,15416.08,15671,14998.67,15085.31,16892.36,19102.45,21092.87,20162.42,18693.11,23780.65,Value Added by Construction
Goa,24.19,22.79,28.66,100.83,121.11,108.24,140.68,146.79,190.12,192.04,342.26,347.21,352.15,361.94,375.49,1262.06,1304.19,1426.35,1510.12,1592.28,1700.91,2197.36,1294.94,1222.73,1339.01,1306.66,1699.4,1552.4,1714.43,1667.49,1627.88,1500.94,NA,Value Added by Construction
Gujarat,431.8,636.02,505.3,2136.42,2089.14,2280.9,2287.74,2828.76,3085.42,4128,6171,5407,4590,6054,7781,12517,13395,14450,19744,23148,23467,24786.29,42583.25,43757.41,46984.8,48355.49,48170.45,47915.95,49808.19,56963.99,56444.15,52323.73,NA,Value Added by Construction
Haryana,NA,NA,NA,1479.25,1580.48,1643,1618.22,1701.19,1843.11,1934.23,3347.52,3377.01,4236.34,4755.69,5547.13,8837.06,9612.75,10571.2,10745.92,11203.99,12581.09,12676.57,28390.51,26126.69,28645.7,28152.56,27582.54,29218.31,31035.63,33615.44,33189.52,31303.6,34653.08,Value Added by Construction
Himachal Pradesh,116.6,114.81,139.31,638.67,681.66,764.75,803.35,814.97,890.64,935.89,2609.58,2630.88,2853.86,3080.44,3145.58,4483.5,5035.18,5650.18,6190.8,6074.51,6100.29,5914.82,6080.88,6427.77,6788.35,7233.87,7129.63,7691.83,8001.53,8223.74,8218.28,7207.11,8168.4,Value Added by Construction
Jammu & Kashmir,108.94,112.55,116.16,712.39,763.05,809.89,825.26,874.95,873.68,676.95,1569.57,1455.45,1596.67,1753.96,1851.21,4284.12,4632.45,4994.58,5230.6,5074.51,5038.86,4628.7,6234.14,6064.3,6620.94,6270.13,6419.45,7263.2,7529.49,7480.43,7750.69,6901.12,7890.54,Value Added by Construction
Jharkhand,NA,NA,NA,747.52,669.97,803.63,900,1019.54,1106.22,778.16,2116.31,2052.24,2490.93,2110.67,2590.9,3478.32,3993.35,4540.16,4700.36,5132.16,5631.68,6619.19,13715.83,12710.97,13872.01,13949.71,14189.93,14888.97,15630.35,16611.18,16663.42,15057.8,15428.7,Value Added by Construction
Karnataka,394.44,443.62,444.02,1990.81,1897.63,2296.26,2621.24,3221.12,3866.6,4350.61,6860.91,7037.31,7691.83,8152.65,8149.71,13635.73,16074.83,17867.69,20932.01,20350.86,20361.44,24110.83,48015.98,45162.24,50423.57,50654.4,52104.81,52036.69,53878.18,57874.65,55985.52,52592.13,57271.78,Value Added by Construction
Kerala,402.7,408.11,439.31,1970.49,1997.86,1992.76,2042.32,2272.33,2522.4,2191.86,6369.07,6221.45,6935.77,7835.91,8971.48,13925.41,16046.87,17124.03,17464.8,17882.5,19538.69,22809.39,50582.02,48731.78,52955.63,54341.82,54241.32,58286.64,59930.34,63870.8,62926.38,56439.83,59322.52,Value Added by Construction
Madhya Pradesh,314.96,315.53,292.78,1831.64,1904.3,1998.91,2084.3,2125.05,2584.23,5064.43,4516.06,4771.29,4801.22,5229.98,5648.24,8958.56,9709.86,9696.14,11609.45,14761.73,15340.63,17332.85,33331.78,30764.54,32870.65,33432.75,33623.83,34570.73,37022.03,42458.2,39692.04,36085.67,39372.28,Value Added by Construction
Maharashtra,1428.9,1480.3,1533.54,5321.75,5362.24,5337.13,5826.55,6394.56,7003.67,6498.04,12919.9,11347.3,12628.82,12620.5,13743.45,25124.68,26727.84,28987.59,36343.58,39560.5,41504.01,47387.63,76840.92,73395.88,74928.69,81292.53,82911.59,86901.79,88009.99,90511.02,85927.75,76449.18,NA,Value Added by Construction
Manipur,25.66,28.99,32.02,83.43,90.97,117.08,149.27,155.76,142.34,182.54,381.7,294.95,356.51,416.53,565.56,1407.54,1507.92,1524.87,1527.16,1563.98,1611.86,1193.16,959.58,936.71,1046.39,1623.72,1873.66,1560.16,1648.8,980.07,1480.06,1557.45,NA,Value Added by Construction
Meghalaya,25.72,27.95,29.24,98.85,93.51,112.04,126.8,159.97,181.72,187.54,323.77,389.65,393.56,409.71,432.86,703.42,721.75,738.69,746.85,1281.23,1270.21,1270.94,1084.27,919.71,936.89,977.15,1162.44,1034.89,1132.87,1107.29,1000.09,887.05,865.87,Value Added by Construction
Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.05,153.49,190.47,215.11,245.14,277.8,390.83,386.07,424.19,545.69,562.55,562.95,851.4,771.85,937.63,1007.55,1141.11,1245.62,1720.35,1532.04,1322.46,1376.28,NA,Value Added by Construction
Nagaland,52.84,52.84,87.58,101.36,112.03,154.51,166.28,214.62,176.3,165.89,271.48,310.91,372.03,435.96,450.1,545.14,643.92,742.11,811.07,957.72,963.09,776.54,999.48,996.52,747.26,885.65,989.93,1042.59,1229.73,1115.2,1060.02,876.22,NA,Value Added by Construction
Odisha,277.77,228.35,232.81,1070.96,1141,1114.78,1046.3,1192.56,1116.36,1378.76,2664.08,2527.28,2367.99,2394.8,2194.12,7800.34,8009.8,9179.83,9982.43,10027.74,10414.56,11905.43,19635.96,19065.51,20126.19,20080.04,20151.48,21480.82,23170.1,23935.53,23683.34,20795.72,22504.42,Value Added by Construction
Puducherry,93.41,67,28,46.85,48.53,48.04,48.93,49.43,54.49,56.24,184.92,188.05,191.28,193.58,195.98,719.14,759.85,796.94,845.87,884.38,880.41,889.82,2326.07,2073.25,2477.38,2135.3,2145.96,2310.49,2723.5,2863.85,3164.5,3188.21,3336.37,Value Added by Construction
Punjab,286.62,246.09,285.83,1213.7,1222.07,1469.66,1341.29,1845.6,2279.28,1797.04,2861.76,3281.94,3571.01,3281.64,3829.25,6041.67,6945.84,8328.25,9010.74,9717.08,10107.74,10205.16,18850.45,18387.52,18689.7,18994.71,19446.07,19843.57,20655.23,22115.07,22629.83,22648.61,24355.99,Value Added by Construction
Rajasthan,538.37,541.65,595.98,2839.63,3170.2,3310.89,3678.9,4294.48,4214.07,4909.71,6998.05,6515.75,7358.68,7966.67,10008.5,14915.53,16586.05,18528.66,18666.25,18563.54,18483.21,20283.05,41534.26,40407.15,42039.7,42619.31,41854.9,42874,43690.2,45468.04,46882.8,45458.07,49037.51,Value Added by Construction
Sikkim,18.52,20.02,NA,49.5,50.57,60.36,65.98,67.5,67.42,75.41,90.87,102.9,131.56,156.62,177.45,321.49,363.66,376.71,388.44,372.17,409.02,420.26,639.28,597.19,622.69,621.68,671.37,599.76,639.68,653.11,727.32,615.46,636.94,Value Added by Construction
Tamil Nadu,857.02,830.99,858.28,2864.03,3237.71,3244.52,3449.38,4148.32,4671.83,5339.45,9155.72,9462.59,9569.59,10495.54,11233.67,18769.13,21800.07,22669.87,26743.64,28045.91,29364.73,35853.59,88150.14,87833.24,93776.58,94726.26,99772.62,105551.17,108894.2,114349.74,117432.72,116261.43,124626.32,Value Added by Construction
Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6520.5,7893.48,8694.18,9824.18,10923.32,11101.64,10322.77,21727.94,21971.35,19976.96,21833.35,22462.47,22715.11,25920.49,26755.69,24996.98,24169.56,24360.18,Value Added by Construction
Tripura,21.34,24,22.39,108.81,147.84,159.03,183.12,231.1,292.36,318.02,421.21,687.63,850.59,949.59,1177.44,1359.64,1684.28,1912.08,1878.52,2050.57,2252.02,2203.87,1429.79,1445.49,1563.28,1260.86,1537.13,1905.69,1954.52,2471.56,1866.42,1849.07,1923.09,Value Added by Construction
Uttar Pradesh,791.02,768.87,767.43,3220.86,3228.97,3733.4,3883.82,4547.93,5159.16,5436.08,8213.13,9032.56,9049.44,9582.45,10621.7,18250,21598.86,22711.66,24347.2,28751.06,28628.26,29843.29,80905.39,81332.92,80970.91,86183.17,90962.63,96243.19,99207.24,109129.27,112086.64,100266.34,104636.31,Value Added by Construction
Uttarakhand,NA,NA,NA,378.92,373.58,449.01,454.49,529.77,651.82,618.2,912.21,1165.61,1487.26,1695.59,1722.02,3017.53,3306.11,3822.28,3510.92,3323.43,3656.4,4087.66,8413.93,8028.18,10049.7,10241.13,10196.79,11307.22,11587.19,12457.5,12112.04,10861.47,12049.16,Value Added by Construction
West Bengal,1273.8,1342.8,1420.35,2228.08,2341.81,2479.58,2620.31,2702.28,2913.91,3214.63,6421.53,6699.54,7285.01,7765.86,9387.63,14272.73,15795.03,16800.65,17135.42,15651.66,17026.48,18062.59,42331.91,43591.36,47462.56,47201.11,42357.53,54092.42,55922.84,58959.12,64765,70987.9,NA,Value Added by Construction
Andaman & Nicobar Island,4.31,3.46,17.52,90.8,125.94,121.21,143.1,160.31,102.07,128.27,99.32,92.96,104.38,140.13,218.41,450.34,543.83,765.12,890.4,732.41,714.38,760.99,614.18,669.36,712.9,831.49,992.64,1084.19,1215.66,1114.91,1213.28,NA,NA,Value Added by Industry
Andhra Pradesh,3140.91,3357.86,3118.35,10765.04,12325.26,13178.49,14060.46,14685.43,15481.31,16111.8,24335.45,24706.11,26401.15,28456.33,30371.43,22999.2,24893.25,29227.16,32460.94,32958.72,33645.94,34108.28,95107.2,81535.77,79489.23,92932.74,103240.79,110710.53,117544.61,125844.06,129125.1,128832.06,145338.39,Value Added by Industry
Arunachal Pradesh,51.66,54.41,53.74,184.84,182.73,268.37,195.12,203.51,219.68,197.07,302.21,292.23,547.7,424.34,552.61,954.09,1004.81,970.93,1132.17,1384.09,1245.1,1422.28,1804.79,1848.6,2002.82,3144.56,2832.05,3172.16,3284.81,3146.07,3035.15,2562.12,NA,Value Added by Industry
Assam,502.11,499.22,484.85,2606.01,2733.26,2690.08,2751.66,2967.25,2870.22,2753.14,5288.66,5292.21,5640.4,6530.49,7379.7,11958.11,11351.06,11318.13,11097.23,11911.69,13164.03,13170.71,38256.17,36136.13,39059.97,41620.66,58113.67,64977.6,73207.39,75300.66,75778.19,69186.85,NA,Value Added by Industry
Bihar,2842.45,2913.53,2569.83,1809.22,1656.35,1550.57,1640.01,2458.42,1657.46,2797.35,5500.29,5228.01,5132.19,5662.27,5377.02,9030.68,10001.56,11777.45,14209.47,16697.73,19056.94,24706.09,41049.6,34860.82,46440.87,51692.34,52357.81,58438.38,61619.95,65176.57,67932.92,61979.26,64348.34,Value Added by Industry
Chandigarh,NA,NA,NA,361.52,413.04,433.4,498.34,538.26,617.37,625.9,708.67,747.71,779.32,972.99,1108.3,1301.4,1407.33,1916.22,1980.87,1434.26,1740.83,1658.22,2179.09,2182.47,2394.38,2084.33,2408.41,2459.73,2391.32,2776.55,2831.39,2658.86,NA,Value Added by Industry
Chhattisgarh,NA,NA,NA,4270.83,3989.52,4216.44,4404.98,5525.55,5426.67,5027.66,7308.04,7301.15,7491.58,8495.53,9962.79,16775.06,15278.53,20938.26,22127.4,24528.31,23331.05,22614.46,61126.7,63372.47,73995.59,71564.43,72458.06,73218.61,82899.84,91169.11,94465.31,87824.9,NA,Value Added by Industry
Delhi,1475.19,1638.21,1618.25,4728.86,5649.64,4647.54,4789.29,5698.45,5963.8,5622.31,8887.2,9748.84,9327.69,10857.93,10769.19,16390.76,17339.63,18366.48,18872.03,19707.98,19394.54,19083.74,41202.66,44560.61,47857.97,45815.75,55846.83,56450,61567.25,65198.6,66175.43,67773.96,84004.63,Value Added by Industry
Goa,213.56,221.51,272.27,749.43,702.59,718.43,854.63,876.09,1222.52,1300.7,2030.18,2128.07,2269.51,2385.98,2553.23,4975.41,5322.79,6085.5,6149.67,6281.59,6840.64,7719.54,22488.49,16804.89,11527.12,18605.8,22126.71,25731.19,25952.67,25695.51,25457.37,24913.96,NA,Value Added by Industry
Gujarat,3821.19,3367.99,4865.16,15286.54,17897.02,19496.72,21697.44,20390.87,21881.66,24260,34784,30491,29150,34966,40306,61279,68842,75769,85382,90421,113804,117262.82,185203.41,229224.29,232828.76,269115.68,314006.09,344225.19,376288.48,419485.28,446336.74,421017.21,NA,Value Added by Industry
Haryana,NA,NA,NA,4970.78,5439.87,5818.09,6116.42,6465.69,6880.56,7094.18,12503.62,12990.55,14364.98,15496.07,17298.92,26202.47,28375.85,30866.34,32216.44,32497.99,37118.05,38342.51,75332.43,80126.44,88128.21,90738.27,101487.55,115098.71,118876.32,133924.4,143921.07,141610.63,157930.38,Value Added by Industry
Himachal Pradesh,272.76,282.2,303.62,1102.98,1456.14,1598.66,1733.85,1854.95,1976.61,2191.75,4436.66,4638.92,4864.98,5223.62,5478,7760.1,8392.81,9421.37,9815.4,10445.94,11459.47,11867.14,24266.37,25698.4,28031.19,30731.13,33234.47,39392.14,43217.3,46529.19,46267.63,42937.92,47728.39,Value Added by Industry
Jammu & Kashmir,229.57,232,239.66,989.68,937.52,922.81,861.95,984.89,1051.96,868.72,2721.79,2831.56,2914.1,2912.86,3059.86,6452.26,6807.05,7327.45,7644.13,7793.21,8047.65,7852.54,17066.85,17792.61,18736.74,15937.13,21646.01,22378.9,23705.72,23685.68,23319.28,21653.39,23313.58,Value Added by Industry
Jharkhand,NA,NA,NA,5942.83,6020.42,6427.31,5526.17,8973.05,9771.47,8697.66,13506.28,9506.38,9017.74,11388.59,12701.04,26849.07,22679.36,20651.88,28954.7,22638.08,23813.78,28720.46,56971.53,63581.3,61514.52,67652.38,58131.07,64487.56,70591.41,83297.39,78869.61,73931.17,78464.11,Value Added by Industry
Karnataka,2188.79,2415.91,2409,9102.29,9828.72,10058.42,11025.64,12412.57,14804.19,13557.64,19164.5,19302.15,21106.31,24665.89,25194.66,40723.28,43370.13,52063.42,56992.15,59571.69,56583.79,62115.08,142603.89,143338.5,153086.04,154936.5,182058.56,215708.54,220445.45,230670.46,223171.55,210492.88,226519.86,Value Added by Industry
Kerala,1271.87,1291.42,1428.77,4895.49,5482.21,5770.35,5741.5,5916.6,6451.51,6441.72,12813.86,12749.68,13233.54,14508.51,16015.88,23369.41,25785.48,27417.65,29535.22,29613.28,31497.86,36105.61,86095.59,87820.43,91639.34,95151.65,101374.61,114016.35,121148.28,122018.24,117275.43,106454.91,114960.58,Value Added by Industry
Madhya Pradesh,2671.83,2269.06,2648.61,7253.55,7958.15,8580.35,8892.44,9648.28,11021.5,13603.5,15629.14,15222.7,15245.24,14759.53,14910.67,24798.21,25820.11,30301.08,32567.37,39161.14,41394.8,43126.37,79310.58,70184.66,75901.28,78921.79,92378.97,96494.2,106533.78,130363.03,120704.25,112514.78,125689.31,Value Added by Industry
Maharashtra,9628.5,9593.83,10362.43,32235.88,32776.29,37543.78,38192.84,43266.19,41630.39,43079.77,59647.77,53231.95,51699.88,56297.66,62092.31,98926.9,122274.34,141912.51,160076.59,153655.17,165616.37,189368.39,351340.26,366143.86,377552.91,410746.3,456775.41,490302.71,504110.57,517724.09,503903.91,454242.54,NA,Value Added by Industry
Manipur,32.26,34.2,37,179.54,172.11,190.65,220.55,225.02,248.71,318.13,632,551.05,599.06,671.42,832.48,1696.96,1830,1869.97,1907.32,1954,2082.5,1726.52,1685.24,1555.95,1760.24,2282.67,2669.3,2476.05,2531.8,1604.69,2032.45,2021.67,NA,Value Added by Industry
Meghalaya,53.24,55.89,53.74,199.95,207,231.32,246.39,277.58,356.09,364.33,677.36,775.87,865.18,845.67,947.38,1446.52,1573.7,1794.91,1867.05,2207.15,2330.03,2566.7,6942.89,6458.15,6096.34,4646.57,3561.23,3323.9,3770.65,3600.15,3738.07,3634.05,4135.75,Value Added by Industry
Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.57,216.78,249.07,286.5,309.89,364.67,482.53,483.16,543.04,659.96,673.23,702.27,1282.91,1222.25,1625.53,1784.14,1975.78,2218.8,3750.61,3221.19,558.68,367.48,NA,Value Added by Industry
Nagaland,71.17,70.88,103.39,153.14,171.02,260.3,289.21,337.5,233.89,179.38,340.66,385.01,454.36,529.89,553.25,672.07,792.12,911.1,1006.89,1155.97,1214.47,1015.92,1375.41,1386.5,1061.73,1191.46,1546.01,1520.03,1816.81,1727.69,1785.43,1618.58,NA,Value Added by Industry
Odisha,1011.93,1071.56,1113.59,3306.27,3743.6,3943.82,3378.82,3672.45,4230.9,5079.71,8356.21,7791.36,7124.39,8130.24,9187.22,20690.78,20188.96,24591.03,27439.29,28509.74,23583.77,24085.95,80732.66,80504.81,92542.82,83692.23,95298.02,115499.18,127626.38,144300.13,131256.14,127452.28,146302.71,Value Added by Industry
Puducherry,147.56,123.63,90.76,246.57,235.69,200.62,523.69,849.27,897.19,844.94,1239.76,1549.82,1765.33,1966.19,2108.17,2419.45,3368.8,3123.14,3282.1,3528.56,4186.02,3927.27,6398.46,6044.77,7649.05,5899.85,6784.1,7288.73,8339.88,12538.3,11534.62,11423.3,11851.41,Value Added by Industry
Punjab,1693.64,1730.83,1910.97,5368.22,5564.96,6037.52,6127.2,6849.45,7696.02,7396.07,12411.7,12896.04,12464.08,12724.25,13657.28,19806.68,21667.33,27301.15,31844.3,33011.29,36375.46,38723.12,53041.35,54238.14,56407.92,59314.85,63609.46,68279.22,71962.22,75595.58,77359.7,76795.67,82213.66,Value Added by Industry
Rajasthan,1681.54,1650.1,1870.36,7327.24,8818.18,9593.93,9438.4,11744.91,12357.77,13976.86,18571.12,17362.73,17691.64,18834.53,21106.63,32051.23,35175.83,41676.18,42108.83,44391.56,48686.77,49968.93,119684.61,116384.63,114733.14,125362.5,148664.29,156852.17,159987.75,136054.42,130775.95,123007.34,142100.55,Value Added by Industry
Sikkim,22.08,23.4,NA,71.71,71.73,82.28,89.62,91.54,93.22,104.75,146.19,180.01,210.65,235.34,259.64,431.21,489.87,521.4,538.44,666.1,1928.21,2332.89,6058.71,5892.26,6185.22,6852.83,7494.85,8144.93,9078.69,9629.57,9481.05,9067.65,9700.26,Value Added by Industry
Tamil Nadu,4178.32,3819.56,4103.05,16916.3,19294.72,21171.81,21008.88,21429.83,20866.34,23233.41,32720.82,34843.62,30783.23,33352.26,36111.11,55532.41,63728.72,72133.11,75221.75,72806.56,88618.96,103877.87,217949.38,233082.6,226097.47,228092.86,271083.77,300204.71,328106.88,354401.81,351588.3,344015.53,375906.56,Value Added by Industry
Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20109.03,22808.13,26405.83,27299.02,31917.29,32035.93,36514.31,89602.74,80104.72,78452.26,76892.95,94062.07,94935.11,106507.79,122019.37,116177.94,109928.35,120348.81,Value Added by Industry
Tripura,27.16,26.99,27.55,142.52,163.67,186.03,211.74,268.79,329.52,398.45,640.09,996.22,1133.32,1230.38,1405.8,1853.57,2109.73,2355.22,2351.24,2578.43,2900.64,2992.68,3387.9,3940.3,3895.84,6856.02,6198.44,7353.04,7475.47,8411.43,7338.64,6875.94,7513.49,Value Added by Industry
Uttar Pradesh,4636.36,4526.31,4532.57,14059.81,15841.44,16658.43,19202.61,18744.27,17390.89,18276.66,30820.29,31448.52,31008.82,33422.84,35654.04,49935.12,54601.43,62256.66,65965.66,68210.75,74086.57,79675.7,162019.93,166676.59,178580.68,174201.43,201778.13,268474.48,265103.86,264247.85,263019.07,246181.52,261893.93,Value Added by Industry
Uttarakhand,NA,NA,NA,1248.15,1574.13,1248.15,1448.81,1331.07,1247.39,1181.97,2151.3,2807.96,3148.98,3753.93,4146.03,5975.54,7629.59,8811.92,10703.7,11306.55,13092.22,15220.68,50132.54,54693.67,59247.27,62628.61,67594.81,75171.21,80837.9,81559.03,78495.95,74942.8,77807.62,Value Added by Industry
West Bengal,4006.4,4228.47,4363.47,10894.09,11413.38,12769.04,13302.68,14095.76,14983.41,16316.39,19649.96,20839.48,22004.32,24012.48,26066.43,36718.55,37802.24,41211.05,44042.58,41315.01,45376.39,49079.12,114257.37,117487.92,121984.49,115992.07,127048.32,150051.5,163140.26,183626.77,196384.36,194732.6,NA,Value Added by Industry
Andaman & Nicobar Island,2.09,2.3,2.48,7.13,7.33,9.04,17.98,13.69,15.93,15.93,21.61,23.51,25.57,25.33,24.42,35.8,38.64,46.02,57,61.27,79.68,95.8,125.72,109.86,118.29,122.4,164.68,146.18,157.02,166.5,158.35,NA,NA,Value Added by Bank
Andhra Pradesh,705.72,740.72,706.86,1977.59,2291.19,2415.59,2711.23,3152.5,3641.62,3877.04,5450.51,5693.6,6751.53,7410.13,7521.91,5874.54,6747.7,8146.43,9916.08,11962.04,12987.68,15152.7,14030.97,15362.54,16233.42,17752.19,18804,19388.59,21059.97,26102.45,26981.33,28397.86,31342.71,Value Added by Bank
Arunachal Pradesh,3.44,4.1,4.1,9.89,11.05,12.23,14.6,16.6,19.41,20.31,38.33,46.15,46.4,53.3,50.42,73.77,90.68,102.12,135.86,142.55,168.85,182.91,205.54,212.75,223.86,256.87,287.73,259.18,237.92,300.77,349.88,365.2,NA,Value Added by Bank
Assam,147.16,135.58,142.22,415.18,450.92,508.64,653.71,742.43,781.4,892.97,1117.37,1138.48,1201.34,1377.94,1288.96,1588.5,1779.75,2172.55,2486.12,2781.35,3126.98,3760.78,4203.33,4400.33,4640.52,4699.25,5886.43,6051.06,6725.79,6801.34,7548.83,7725.59,NA,Value Added by Bank
Bihar,317.26,314.23,295.69,565.23,595.5,643.57,890.07,1231.85,1082.4,1079.8,1766.89,1950.31,2395.92,2297.35,2224.53,2540.54,2893.53,3461.52,3861.83,4151.42,5201.46,6230.8,8699.74,9412.17,10094.76,11453.54,12020.79,11314.31,13139.63,17907.17,18630.49,20336.57,22230.99,Value Added by Bank
Chandigarh,NA,NA,NA,131.9,208.72,290.14,335.69,328.78,298.31,296.82,503.05,627.41,709.26,842.46,835.12,954.23,1116.05,1405.92,1590.82,2113.14,2678.3,2869.35,2810.65,3150.35,3362.21,3407.85,3372.5,3557.32,3188.59,3829.19,3923.06,3975.3,NA,Value Added by Bank
Chhattisgarh,NA,NA,NA,212.43,236.82,268.4,349.97,546.49,409.74,461.22,656.9,703.56,729.7,845.33,841.99,1093.06,1322.38,1711.52,1961.72,2266.94,2909.57,3672.28,5292.08,5908.66,6467.24,6704.13,7576.84,6771.44,7268.66,7452.5,7862.37,8218.65,NA,Value Added by Bank
Delhi,568.78,817.45,776.36,3081.05,3368.01,4236.21,5934.05,7775.77,7569.62,8472.73,11325.56,10343.22,10954.15,11536.37,12107.82,16042.52,18004.17,22737.36,26748.92,30523.45,38364.89,43905.21,53032.1,58114.14,61163.74,65069.96,66289.69,70510.13,68873.99,72513.02,73437.22,78530.26,82027.83,Value Added by Bank
Goa,36.41,41.02,38.84,131.2,154.59,302.91,448.08,434.69,385.08,435.81,521.14,395.29,417.7,615.2,588.78,669.29,752.61,940.97,1103.64,1239.61,1401.06,1513.79,1701.99,1981.85,1973.76,2233.31,2346.92,2146.01,2315.65,1961.02,1934.65,2568.92,NA,Value Added by Bank
Gujarat,887.79,961.08,1184.05,3227.01,3369.45,3850.17,3488.75,3926.56,4226.43,5188,7076,5843,6623,7765,7606,11131,13158,15191,17655,19399,19679,23298.03,28962.75,33334.44,37029.84,39657.26,43063.43,45096.93,50865.19,57776.74,61367.6,64190.51,NA,Value Added by Bank
Haryana,NA,NA,NA,521.88,575.07,624.93,881.46,1079.27,1057.33,1359.76,1856.11,1951.95,2058.75,2298.88,2263.6,2979.88,3701.23,4547.94,5422.56,6066.9,6984.89,8766.22,11472.52,12724.48,14092.45,15637.37,17962.81,19677.91,16603.65,20435.04,21342.29,23304.39,24388.63,Value Added by Bank
Himachal Pradesh,54.35,62.42,69.48,184.87,205.4,197.44,226.84,236.3,259.99,324.46,531.16,480.04,504.12,534.23,550.55,718.55,863.13,1121.88,1304.5,1325.3,1699.47,2160.94,2828.09,3066.78,2991.34,3619.82,3873.35,3927.01,3162.12,3183.29,3212.79,3164.6,3291.18,Value Added by Bank
Jammu & Kashmir,43.21,51.02,52.6,152.76,153.37,185.48,197.17,215.68,232.02,236.26,566.87,614.52,653.93,755.25,750.88,967.05,1112.31,1136,1357.96,1701.97,1831.27,2030.86,2224.83,2539.94,3079.21,3499.07,4127.17,4292.71,3429.25,3618.48,3963.79,4270.99,4483.08,Value Added by Bank
Jharkhand,NA,NA,NA,281.97,265.78,308.01,473,533.1,571.5,830.31,640.2,706.66,868.12,832.41,806.02,1347.87,1548.84,1917.16,2259.18,2415.75,2912.23,3561.27,4078.43,4453.63,4583.89,4840.56,5965.48,5873.52,6129.2,6103.95,6472.86,6818.94,7224.24,Value Added by Bank
Karnataka,619.12,654.76,685.09,1872.75,2184.89,2449.41,2660.6,3178.8,3162.71,3701.43,5328.85,5649.77,6079.66,7097,7330.9,10032.98,11664.13,14003.82,16648.7,19198.87,21058.08,22246.67,28339.27,31147.42,34165.95,39097.44,44513.54,47142.68,46323.25,49216.72,50283.49,52310.88,53980.36,Value Added by Bank
Kerala,385.05,360.83,403.24,1110.05,1229.68,1414.07,1800.9,1686.81,2205.6,2481.88,3105.64,3308.04,3750.65,4646.54,4594.14,5942.02,7074.55,8285.86,9599.81,10761.39,11888.31,13451.54,14082.54,15013.29,16693,18078.03,20441.08,21349.32,21532.66,25520.54,26646.12,24556.47,25635.32,Value Added by Bank
Madhya Pradesh,533.74,472.5,452.35,843.8,933.77,1053.19,1385.47,1644.06,1602.08,1696.23,2659.6,2899.94,3003.71,3479.02,3485.58,4026.91,4770.24,5726.31,6458.78,7607.8,9174,11384.69,15684.89,16797.08,18216.17,18616.23,21206.54,20291.46,20503.43,20688.2,20834.78,21023.18,21804.48,Value Added by Bank
Maharashtra,25125.67,3627.03,4295.39,14335.91,14660.71,15915.16,12925.15,13168.09,17675.98,22219.08,27394.34,25180.3,28290.45,31154.2,32786.56,46498.8,54081.13,64602.45,76128.21,87512.78,94127.59,107139.78,115975.55,125184.15,141993.86,152929.17,161927.6,170674.27,175316.16,178590.42,184446.01,190229.18,NA,Value Added by Bank
Manipur,6.42,7.25,6.39,19.07,15.94,15.28,21.42,23.89,24.15,27.22,44.43,55.58,53.68,68.59,66.83,90.09,97.71,115.73,130.23,129.38,164.46,213.3,230.3,244.84,268.01,278.25,344.31,350.45,368.25,455.39,507.42,565.39,NA,Value Added by Bank
Meghalaya,11.01,11.58,11.83,29.14,33.51,32.9,38.72,50.75,54.69,56.85,95.65,111.21,113.28,130.46,136.41,172.77,201.6,225.94,246.57,273.85,321.41,388.89,549.43,544.68,545.13,602.29,637.57,650.29,688.49,590.23,666.48,704.52,769.72,Value Added by Bank
Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.61,42.91,39.67,61.05,62.7,71.54,81.63,97.61,111.56,123.12,142.75,147.59,197.36,188.7,193.41,252.15,308.49,261.56,258.75,306,325.14,324.06,NA,Value Added by Bank
Nagaland,8.06,8.25,7.78,16.93,17.04,16.64,21.24,21.14,22.05,17.96,29.19,45.41,55,59,63.99,82.07,99.25,134.78,160.82,158.64,189.59,233.56,469.48,511.66,513.42,543.88,494.25,491.11,516.08,547.35,527.09,644.57,NA,Value Added by Bank
